4,Median of Two Sorted Arrays,29.60%,Hard,3.729457574, https://leetcode.com/problems/median-of-two-sorted-arrays,
3,Longest Substring Without Repeating Characters,30.40%,Medium,3.673122324, https://leetcode.com/problems/longest-substring-without-repeating-characters,
253,Meeting Rooms II,45.70%,Medium,3.650908416, https://leetcode.com/problems/meeting-rooms-ii,
17,Letter Combinations of a Phone Number,46.80%,Medium,3.646488617, https://leetcode.com/problems/letter-combinations-of-a-phone-number,
348,Design Tic-Tac-Toe,54.30%,Medium,3.6449122, https://leetcode.com/problems/design-tic-tac-toe,
139,Word Break,40.10%,Medium,3.568929344, https://leetcode.com/problems/word-break,
155,Min Stack,44.50%,Easy,3.543506925, https://leetcode.com/problems/min-stack,Done
48,Rotate Image,56.70%,Medium,3.541458949, https://leetcode.com/problems/rotate-image,
236,Lowest Common Ancestor of a Binary Tree,45.70%,Medium,3.52477837, https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree,
238,Product of Array Except Self,60.10%,Medium,3.5148829, https://leetcode.com/problems/product-of-array-except-self,
212,Word Search II,34.90%,Hard,3.483790156, https://leetcode.com/problems/word-search-ii,
12,Integer to Roman,55.10%,Medium,3.460984917, https://leetcode.com/problems/integer-to-roman,
239,Sliding Window Maximum,43.00%,Hard,3.433795326, https://leetcode.com/problems/sliding-window-maximum,
269,Alien Dictionary,33.30%,Hard,3.37766841, https://leetcode.com/problems/alien-dictionary,
460,LFU Cache,34.20%,Hard,3.37765191, https://leetcode.com/problems/lfu-cache,
15,3Sum,26.80%,Medium,3.371084216, https://leetcode.com/problems/3sum,
33,Search in Rotated Sorted Array,34.50%,Medium,3.366648581, https://leetcode.com/problems/search-in-rotated-sorted-array,
675,Cut Off Trees for Golf Event,34.60%,Hard,3.362255401, https://leetcode.com/problems/cut-off-trees-for-golf-event,
588,Design In-Memory File System,45.90%,Hard,3.360532016, https://leetcode.com/problems/design-in-memory-file-system,
909,Snakes and Ladders,38.40%,Medium,3.343741373, https://leetcode.com/problems/snakes-and-ladders,
165,Compare Version Numbers,27.40%,Medium,3.275920159, https://leetcode.com/problems/compare-version-numbers,
56,Merge Intervals,39.30%,Medium,3.274551917, https://leetcode.com/problems/merge-intervals,
380,Insert Delete GetRandom O(1),47.50%,Medium,3.26457591, https://leetcode.com/problems/insert-delete-getrandom-o1,
53,Maximum Subarray,46.50%,Easy,3.251839887, https://leetcode.com/problems/maximum-subarray,Done
49,Group Anagrams,56.90%,Medium,3.246429816, https://leetcode.com/problems/group-anagrams,
545,Boundary of Binary Tree,38.90%,Medium,3.237053553, https://leetcode.com/problems/boundary-of-binary-tree,
11,Container With Most Water,50.80%,Medium,3.177583253, https://leetcode.com/problems/container-with-most-water,
76,Minimum Window Substring,34.60%,Hard,3.173047047, https://leetcode.com/problems/minimum-window-substring,
54,Spiral Matrix,34.10%,Medium,3.113302106, https://leetcode.com/problems/spiral-matrix,
1152,Analyze User Website Visit Pattern,43.50%,Medium,3.092908706, https://leetcode.com/problems/analyze-user-website-visit-pattern,
45,Jump Game II,30.60%,Hard,3.07920021, https://leetcode.com/problems/jump-game-ii,
206,Reverse Linked List,62.50%,Easy,3.067105911, https://leetcode.com/problems/reverse-linked-list,Done
1167,Minimum Cost to Connect Sticks,62.80%,Medium,3.060176664, https://leetcode.com/problems/minimum-cost-to-connect-sticks,
277,Find the Celebrity,41.80%,Medium,2.949345023, https://leetcode.com/problems/find-the-celebrity,
124,Binary Tree Maximum Path Sum,34.30%,Hard,2.928933538, https://leetcode.com/problems/binary-tree-maximum-path-sum,
322,Coin Change,35.50%,Medium,2.922588287, https://leetcode.com/problems/coin-change,
863,All Nodes Distance K in Binary Tree,55.40%,Medium,2.858443755, https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree,
694,Number of Distinct Islands,56.00%,Medium,2.841025884, https://leetcode.com/problems/number-of-distinct-islands,
103,Binary Tree Zigzag Level Order Traversal,48.30%,Medium,2.828681881, https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal,
733,Flood Fill,55.30%,Easy,2.799884796, https://leetcode.com/problems/flood-fill,DOne
25,Reverse Nodes in k-Group,42.10%,Hard,2.761379741, https://leetcode.com/problems/reverse-nodes-in-k-group,
341,Flatten Nested List Iterator,52.90%,Medium,2.754450955, https://leetcode.com/problems/flatten-nested-list-iterator,
98,Validate Binary Search Tree,27.80%,Medium,2.73733419, https://leetcode.com/problems/validate-binary-search-tree,
490,The Maze,51.40%,Medium,2.668429262, https://leetcode.com/problems/the-maze,
208,Implement Trie (Prefix Tree),49.40%,Medium,2.653827976, https://leetcode.com/problems/implement-trie-prefix-tree,
535,Encode and Decode TinyURL,79.90%,Medium,2.648278199, https://leetcode.com/problems/encode-and-decode-tinyurl,
1268,Search Suggestions System,63.20%,Medium,2.619138865, https://leetcode.com/problems/search-suggestions-system,
224,Basic Calculator,36.80%,Hard,2.618647678, https://leetcode.com/problems/basic-calculator,
99,Recover Binary Search Tree,39.70%,Hard,2.592791738, https://leetcode.com/problems/recover-binary-search-tree,
289,Game of Life,54.50%,Medium,2.585636539, https://leetcode.com/problems/game-of-life,
438,Find All Anagrams in a String,43.30%,Medium,2.572235307, https://leetcode.com/problems/find-all-anagrams-in-a-string,
116,Populating Next Right Pointers in Each Node,45.20%,Medium,2.570963861, https://leetcode.com/problems/populating-next-right-pointers-in-each-node,
22,Generate Parentheses,62.70%,Medium,2.568523517, https://leetcode.com/problems/generate-parentheses,
218,The Skyline Problem,34.60%,Hard,2.559475345, https://leetcode.com/problems/the-skyline-problem,
772,Basic Calculator III,41.30%,Hard,2.558138888, https://leetcode.com/problems/basic-calculator-iii,
314,Binary Tree Vertical Order Traversal,45.30%,Medium,2.55080017, https://leetcode.com/problems/binary-tree-vertical-order-traversal,
387,First Unique Character in a String,53.40%,Easy,2.547997455, https://leetcode.com/problems/first-unique-character-in-a-string,Done
105,Construct Binary Tree from Preorder and Inorder Traversal,48.80%,Medium,2.540402451, https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal,
215,Kth Largest Element in an Array,55.40%,Medium,2.534797854, https://leetcode.com/problems/kth-largest-element-in-an-array,
102,Binary Tree Level Order Traversal,54.60%,Medium,2.520333145, https://leetcode.com/problems/binary-tree-level-order-traversal,
207,Course Schedule,43.10%,Medium,2.503721648, https://leetcode.com/problems/course-schedule,
91,Decode Ways,24.70%,Medium,2.490602262, https://leetcode.com/problems/decode-ways,
140,Word Break II,32.60%,Hard,2.479095545, https://leetcode.com/problems/word-break-ii,
64,Minimum Path Sum,54.50%,Medium,2.47165596, https://leetcode.com/problems/minimum-path-sum,
84,Largest Rectangle in Histogram,35.20%,Hard,2.446723489, https://leetcode.com/problems/largest-rectangle-in-histogram,
866,Prime Palindrome,24.90%,Medium,2.426668322, https://leetcode.com/problems/prime-palindrome,
13,Roman to Integer,55.70%,Easy,2.416073232, https://leetcode.com/problems/roman-to-integer,
227,Basic Calculator II,36.90%,Medium,2.410014584, https://leetcode.com/problems/basic-calculator-ii,
117,Populating Next Right Pointers in Each Node II,39.10%,Medium,2.395027476, https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii,
505,The Maze II,47.70%,Medium,2.377524512, https://leetcode.com/problems/the-maze-ii,
449,Serialize and Deserialize BST,52.00%,Medium,2.355719395, https://leetcode.com/problems/serialize-and-deserialize-bst,
55,Jump Game,34.60%,Medium,2.354033209, https://leetcode.com/problems/jump-game,
695,Max Area of Island,62.70%,Medium,2.332859477, https://leetcode.com/problems/max-area-of-island,
362,Design Hit Counter,63.70%,Medium,2.330220265, https://leetcode.com/problems/design-hit-counter,
235,Lowest Common Ancestor of a Binary Search Tree,49.90%,Easy,2.32820298, https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree,
93,Restore IP Addresses,35.60%,Medium,2.324986977, https://leetcode.com/problems/restore-ip-addresses,
1000,Minimum Cost to Merge Stones,39.80%,Hard,2.285269833, https://leetcode.com/problems/minimum-cost-to-merge-stones,
74,Search a 2D Matrix,36.50%,Medium,2.275279967, https://leetcode.com/problems/search-a-2d-matrix,
8,String to Integer (atoi),15.40%,Medium,2.240034399, https://leetcode.com/problems/string-to-integer-atoi,
1102,Path With Maximum Minimum Value,49.20%,Medium,2.236364098, https://leetcode.com/problems/path-with-maximum-minimum-value,
221,Maximal Square,37.70%,Medium,2.235984504, https://leetcode.com/problems/maximal-square,
543,Diameter of Binary Tree,48.40%,Easy,2.230047291, https://leetcode.com/problems/diameter-of-binary-tree,
101,Symmetric Tree,46.80%,Easy,2.218229616, https://leetcode.com/problems/symmetric-tree,
711,Number of Distinct Islands II,47.30%,Hard,2.197224577, https://leetcode.com/problems/number-of-distinct-islands-ii,
173,Binary Search Tree Iterator,56.60%,Medium,2.189474628, https://leetcode.com/problems/binary-search-tree-iterator,
445,Add Two Numbers II,54.50%,Medium,2.169549855, https://leetcode.com/problems/add-two-numbers-ii,
143,Reorder List,37.10%,Medium,2.148764392, https://leetcode.com/problems/reorder-list,
31,Next Permutation,32.60%,Medium,2.1484244, https://leetcode.com/problems/next-permutation,
134,Gas Station,38.50%,Medium,2.14256659, https://leetcode.com/problems/gas-station,
234,Palindrome Linked List,39.30%,Easy,2.134538085, https://leetcode.com/problems/palindrome-linked-list,
199,Binary Tree Right Side View,54.10%,Medium,2.126523995, https://leetcode.com/problems/binary-tree-right-side-view,
72,Edit Distance,44.80%,Hard,2.121008288, https://leetcode.com/problems/edit-distance,
149,Max Points on a Line,16.90%,Hard,2.112687742, https://leetcode.com/problems/max-points-on-a-line,
79,Word Search,35.60%,Medium,2.111131664, https://leetcode.com/problems/word-search,
347,Top K Frequent Elements,61.20%,Medium,2.10187062, https://leetcode.com/problems/top-k-frequent-elements,
62,Unique Paths,54.10%,Medium,2.085041857, https://leetcode.com/problems/unique-paths,
631,Design Excel Sum Formula,31.60%,Hard,2.073991937, https://leetcode.com/problems/design-excel-sum-formula,
394,Decode String,50.00%,Medium,2.066390365, https://leetcode.com/problems/decode-string,
353,Design Snake Game,34.20%,Medium,2.064312066, https://leetcode.com/problems/design-snake-game,
384,Shuffle an Array,52.80%,Medium,2.051144429, https://leetcode.com/problems/shuffle-an-array,
323,Number of Connected Components in an Undirected Graph,56.00%,Medium,2.042069199, https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph,
133,Clone Graph,34.80%,Medium,2.032877758, https://leetcode.com/problems/clone-graph,
706,Design HashMap,61.30%,Easy,1.999279095, https://leetcode.com/problems/design-hashmap,
336,Palindrome Pairs,33.70%,Hard,1.994773809, https://leetcode.com/problems/palindrome-pairs,
682,Baseball Game,63.70%,Easy,1.969876741, https://leetcode.com/problems/baseball-game,
759,Employee Free Time,66.20%,Hard,1.949816404, https://leetcode.com/problems/employee-free-time,
281,Zigzag Iterator,58.40%,Medium,1.942419744, https://leetcode.com/problems/zigzag-iterator,
1091,Shortest Path in Binary Matrix,38.20%,Medium,1.92572619, https://leetcode.com/problems/shortest-path-in-binary-matrix,
1120,Maximum Average Subtree,61.90%,Medium,1.91803378, https://leetcode.com/problems/maximum-average-subtree,
185,Department Top Three Salaries,34.50%,Hard,1.908524143, https://leetcode.com/problems/department-top-three-salaries,
150,Evaluate Reverse Polish Notation,36.30%,Medium,1.90120416, https://leetcode.com/problems/evaluate-reverse-polish-notation,
10,Regular Expression Matching,26.80%,Hard,1.895297192, https://leetcode.com/problems/regular-expression-matching,
564,Find the Closest Palindrome,19.70%,Hard,1.88919392, https://leetcode.com/problems/find-the-closest-palindrome,
71,Simplify Path,32.60%,Medium,1.888682853, https://leetcode.com/problems/simplify-path,
1099,Two Sum Less Than K,60.60%,Easy,1.884409794, https://leetcode.com/problems/two-sum-less-than-k,
96,Unique Binary Search Trees,52.90%,Medium,1.883023886, https://leetcode.com/problems/unique-binary-search-trees,
417,Pacific Atlantic Water Flow,41.10%,Medium,1.876850143, https://leetcode.com/problems/pacific-atlantic-water-flow,
1279,Traffic Light Controlled Intersection,74.30%,Easy,1.872666108, https://leetcode.com/problems/traffic-light-controlled-intersection,
122,Best Time to Buy and Sell Stock II,57.00%,Easy,1.852594906, https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii,
895,Maximum Frequency Stack,60.60%,Hard,1.84908175, https://leetcode.com/problems/maximum-frequency-stack,
97,Interleaving String,31.50%,Hard,1.839712133, https://leetcode.com/problems/interleaving-string,
286,Walls and Gates,54.50%,Medium,1.839120882, https://leetcode.com/problems/walls-and-gates,
640,Solve the Equation,42.00%,Medium,1.833456993, https://leetcode.com/problems/solve-the-equation,
39,Combination Sum,56.10%,Medium,1.817926014, https://leetcode.com/problems/combination-sum,
59,Spiral Matrix II,53.90%,Medium,1.817619311, https://leetcode.com/problems/spiral-matrix-ii,
317,Shortest Distance from All Buildings,41.40%,Hard,1.810917143, https://leetcode.com/problems/shortest-distance-from-all-buildings,
529,Minesweeper,59.10%,Medium,1.78987232, https://leetcode.com/problems/minesweeper,
169,Majority Element,58.70%,Easy,1.788905221, https://leetcode.com/problems/majority-element,
152,Maximum Product Subarray,31.70%,Medium,1.771346985, https://leetcode.com/problems/maximum-product-subarray,
503,Next Greater Element II,56.50%,Medium,1.770513631, https://leetcode.com/problems/next-greater-element-ii,
210,Course Schedule II,40.70%,Medium,1.770235439, https://leetcode.com/problems/course-schedule-ii,
167,Two Sum II - Input array is sorted,54.10%,Easy,1.758895242, https://leetcode.com/problems/two-sum-ii-input-array-is-sorted,
78,Subsets,62.00%,Medium,1.755791979, https://leetcode.com/problems/subsets,
312,Burst Balloons,51.80%,Hard,1.742629881, https://leetcode.com/problems/burst-balloons,
88,Merge Sorted Array,39.40%,Easy,1.741132376, https://leetcode.com/problems/merge-sorted-array,
315,Count of Smaller Numbers After Self,41.50%,Hard,1.73761528, https://leetcode.com/problems/count-of-smaller-numbers-after-self,
211,Add and Search Word - Data structure design,38.10%,Medium,1.727663895, https://leetcode.com/problems/add-and-search-word-data-structure-design,
252,Meeting Rooms,54.60%,Easy,1.727286498, https://leetcode.com/problems/meeting-rooms,
92,Reverse Linked List II,38.80%,Medium,1.726801573, https://leetcode.com/problems/reverse-linked-list-ii,
1155,Number of Dice Rolls With Target Sum,49.00%,Medium,1.720070764, https://leetcode.com/problems/number-of-dice-rolls-with-target-sum,
160,Intersection of Two Linked Lists,40.60%,Easy,1.717519204, https://leetcode.com/problems/intersection-of-two-linked-lists,
538,Convert BST to Greater Tree,55.40%,Easy,1.715436123, https://leetcode.com/problems/convert-bst-to-greater-tree,
36,Valid Sudoku,48.70%,Medium,1.71432117, https://leetcode.com/problems/valid-sudoku,
261,Graph Valid Tree,42.20%,Medium,1.712055458, https://leetcode.com/problems/graph-valid-tree,
41,First Missing Positive,32.00%,Hard,1.707798588, https://leetcode.com/problems/first-missing-positive,
75,Sort Colors,47.30%,Medium,1.705566758, https://leetcode.com/problems/sort-colors,
332,Reconstruct Itinerary,36.70%,Medium,1.702479088, https://leetcode.com/problems/reconstruct-itinerary,
388,Longest Absolute File Path,41.80%,Medium,1.701920836, https://leetcode.com/problems/longest-absolute-file-path,
980,Unique Paths III,73.30%,Hard,1.694595721, https://leetcode.com/problems/unique-paths-iii,
32,Longest Valid Parentheses,28.40%,Hard,1.691977061, https://leetcode.com/problems/longest-valid-parentheses,
128,Longest Consecutive Sequence,45.10%,Hard,1.686584164, https://leetcode.com/problems/longest-consecutive-sequence,
653,Two Sum IV - Input is a BST,55.50%,Easy,1.684088104, https://leetcode.com/problems/two-sum-iv-input-is-a-bst,
153,Find Minimum in Rotated Sorted Array,45.10%,Medium,1.677087769, https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,
46,Permutations,63.50%,Medium,1.672714679, https://leetcode.com/problems/permutations,
57,Insert Interval,33.50%,Hard,1.663668454, https://leetcode.com/problems/insert-interval,
560,Subarray Sum Equals K,43.90%,Medium,1.659253757, https://leetcode.com/problems/subarray-sum-equals-k,
228,Summary Ranges,39.50%,Medium,1.656737678, https://leetcode.com/problems/summary-ranges,
19,Remove Nth Node From End of List,35.20%,Medium,1.652142589, https://leetcode.com/problems/remove-nth-node-from-end-of-list,
815,Bus Routes,42.50%,Hard,1.652011255, https://leetcode.com/problems/bus-routes,
109,Convert Sorted List to Binary Search Tree,47.70%,Medium,1.649357682, https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree,
177,Nth Highest Salary,31.40%,Medium,1.645549591, https://leetcode.com/problems/nth-highest-salary,
489,Robot Room Cleaner,69.70%,Hard,1.632432614, https://leetcode.com/problems/robot-room-cleaner,
268,Missing Number,51.70%,Easy,1.632076008, https://leetcode.com/problems/missing-number,
767,Reorganize String,48.70%,Medium,1.629188041, https://leetcode.com/problems/reorganize-string,
123,Best Time to Buy and Sell Stock III,37.50%,Hard,1.626950708, https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii,
496,Next Greater Element I,63.80%,Easy,1.623294947, https://leetcode.com/problems/next-greater-element-i,
179,Largest Number,28.80%,Medium,1.616394462, https://leetcode.com/problems/largest-number,
739,Daily Temperatures,63.30%,Medium,1.616070769, https://leetcode.com/problems/daily-temperatures,
135,Candy,31.60%,Hard,1.608531157, https://leetcode.com/problems/candy,
333,Largest BST Subtree,35.80%,Medium,1.608189083, https://leetcode.com/problems/largest-bst-subtree,
716,Max Stack,42.60%,Easy,1.596707275, https://leetcode.com/problems/max-stack,LP
983,Minimum Cost For Tickets,60.50%,Medium,1.590012478, https://leetcode.com/problems/minimum-cost-for-tickets,
284,Peeking Iterator,45.70%,Medium,1.573409571, https://leetcode.com/problems/peeking-iterator,
703,Kth Largest Element in a Stream,49.70%,Easy,1.570771279, https://leetcode.com/problems/kth-largest-element-in-a-stream,
403,Frog Jump,39.70%,Hard,1.564860791, https://leetcode.com/problems/frog-jump,
987,Vertical Order Traversal of a Binary Tree,36.60%,Medium,1.564572359, https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree,
1135,Connecting Cities With Minimum Cost,57.50%,Medium,1.558144618, https://leetcode.com/problems/connecting-cities-with-minimum-cost,
24,Swap Nodes in Pairs,50.40%,Medium,1.557364161, https://leetcode.com/problems/swap-nodes-in-pairs,
437,Path Sum III,47.20%,Medium,1.555411366, https://leetcode.com/problems/path-sum-iii,
300,Longest Increasing Subsequence,42.60%,Medium,1.549004616, https://leetcode.com/problems/longest-increasing-subsequence,
85,Maximal Rectangle,37.70%,Hard,1.537804934, https://leetcode.com/problems/maximal-rectangle,
456,132 Pattern,28.90%,Medium,1.525732993, https://leetcode.com/problems/132-pattern,
141,Linked List Cycle,41.10%,Easy,1.522542661, https://leetcode.com/problems/linked-list-cycle,
113,Path Sum II,46.70%,Medium,1.515051593, https://leetcode.com/problems/path-sum-ii,
285,Inorder Successor in BST,40.40%,Medium,1.510518744, https://leetcode.com/problems/inorder-successor-in-bst,
373,Find K Pairs with Smallest Sums,36.70%,Medium,1.508429559, https://leetcode.com/problems/find-k-pairs-with-smallest-sums,
188,Best Time to Buy and Sell Stock IV,28.00%,Hard,1.504354905, https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv,
346,Moving Average from Data Stream,70.90%,Easy,1.502690022, https://leetcode.com/problems/moving-average-from-data-stream,
16,3Sum Closest,46.00%,Medium,1.502292151, https://leetcode.com/problems/3sum-closest,
70,Climbing Stairs,47.80%,Easy,1.499205459, https://leetcode.com/problems/climbing-stairs,
51,N-Queens,46.60%,Hard,1.498552521, https://leetcode.com/problems/n-queens,
556,Next Greater Element III,31.70%,Medium,1.495390406, https://leetcode.com/problems/next-greater-element-iii,
148,Sort List,42.30%,Medium,1.493062337, https://leetcode.com/problems/sort-list,
287,Find the Duplicate Number,55.50%,Medium,1.49240966, https://leetcode.com/problems/find-the-duplicate-number,
518,Coin Change 2,50.20%,Medium,1.488869722, https://leetcode.com/problems/coin-change-2,
176,Second Highest Salary,31.60%,Easy,1.488495904, https://leetcode.com/problems/second-highest-salary,
120,Triangle,44.20%,Medium,1.484114863, https://leetcode.com/problems/triangle,
18,4Sum,33.70%,Medium,1.4782494, https://leetcode.com/problems/4sum,
270,Closest Binary Search Tree Value,48.50%,Easy,1.478223104, https://leetcode.com/problems/closest-binary-search-tree-value,
378,Kth Smallest Element in a Sorted Matrix,54.30%,Medium,1.477526873, https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix,
540,Single Element in a Sorted Array,57.90%,Medium,1.453572216, https://leetcode.com/problems/single-element-in-a-sorted-array,
205,Isomorphic Strings,39.80%,Easy,1.425780195, https://leetcode.com/problems/isomorphic-strings,
63,Unique Paths II,34.60%,Medium,1.42528576, https://leetcode.com/problems/unique-paths-ii,
1044,Longest Duplicate Substring,31.90%,Hard,1.423379479, https://leetcode.com/problems/longest-duplicate-substring,
73,Set Matrix Zeroes,43.10%,Medium,1.412093838, https://leetcode.com/problems/set-matrix-zeroes,
480,Sliding Window Median,37.20%,Hard,1.410024288, https://leetcode.com/problems/sliding-window-median,
68,Text Justification,27.70%,Hard,1.408642628, https://leetcode.com/problems/text-justification,
232,Implement Queue using Stacks,49.60%,Easy,1.405609167, https://leetcode.com/problems/implement-queue-using-stacks,
628,Maximum Product of Three Numbers,47.10%,Easy,1.395625689, https://leetcode.com/problems/maximum-product-of-three-numbers,
442,Find All Duplicates in an Array,67.80%,Medium,1.387907856, https://leetcode.com/problems/find-all-duplicates-in-an-array,
229,Majority Element II,35.60%,Medium,1.387856392, https://leetcode.com/problems/majority-element-ii,
14,Longest Common Prefix,35.40%,Easy,1.38460923, https://leetcode.com/problems/longest-common-prefix,
787,Cheapest Flights Within K Stops,39.30%,Medium,1.378544695, https://leetcode.com/problems/cheapest-flights-within-k-stops,
340,Longest Substring with At Most K Distinct Characters,44.10%,Hard,1.376802072, https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters,
325,Maximum Size Subarray Sum Equals k,46.80%,Medium,1.371822329, https://leetcode.com/problems/maximum-size-subarray-sum-equals-k,
44,Wildcard Matching,24.70%,Hard,1.361233019, https://leetcode.com/problems/wildcard-matching,
770,Basic Calculator IV,48.10%,Hard,1.349926717, https://leetcode.com/problems/basic-calculator-iv,
136,Single Number,65.50%,Easy,1.348462151, https://leetcode.com/problems/single-number,
298,Binary Tree Longest Consecutive Sequence,47.10%,Medium,1.346804251, https://leetcode.com/problems/binary-tree-longest-consecutive-sequence,
329,Longest Increasing Path in a Matrix,43.40%,Hard,1.344540932, https://leetcode.com/problems/longest-increasing-path-in-a-matrix,
943,Find the Shortest Superstring,42.90%,Hard,1.344077037, https://leetcode.com/problems/find-the-shortest-superstring,
636,Exclusive Time of Functions,52.00%,Medium,1.337457727, https://leetcode.com/problems/exclusive-time-of-functions,
369,Plus One Linked List,58.20%,Medium,1.337363738, https://leetcode.com/problems/plus-one-linked-list,
836,Rectangle Overlap,48.60%,Easy,1.309376238, https://leetcode.com/problems/rectangle-overlap,
104,Maximum Depth of Binary Tree,66.00%,Easy,1.303689282, https://leetcode.com/problems/maximum-depth-of-binary-tree,
28,Implement strStr(),34.50%,Easy,1.300431708, https://leetcode.com/problems/implement-strstr,
652,Find Duplicate Subtrees,50.20%,Medium,1.294755529, https://leetcode.com/problems/find-duplicate-subtrees,
6,ZigZag Conversion,36.30%,Medium,1.294591948, https://leetcode.com/problems/zigzag-conversion,
399,Evaluate Division,51.60%,Medium,1.277612397, https://leetcode.com/problems/evaluate-division,
516,Longest Palindromic Subsequence,53.20%,Medium,1.264778814, https://leetcode.com/problems/longest-palindromic-subsequence,
678,Valid Parenthesis String,31.00%,Medium,1.262155009, https://leetcode.com/problems/valid-parenthesis-string,
30,Substring with Concatenation of All Words,25.40%,Hard,1.257695493, https://leetcode.com/problems/substring-with-concatenation-of-all-words,
242,Valid Anagram,56.90%,Easy,1.252391224, https://leetcode.com/problems/valid-anagram,
349,Intersection of Two Arrays,62.50%,Easy,1.250030477, https://leetcode.com/problems/intersection-of-two-arrays,
688,Knight Probability in Chessboard,48.90%,Medium,1.249979777, https://leetcode.com/problems/knight-probability-in-chessboard,
981,Time Based Key-Value Store,53.10%,Medium,1.247523767, https://leetcode.com/problems/time-based-key-value-store,
344,Reverse String,68.50%,Easy,1.246073823, https://leetcode.com/problems/reverse-string,
1011,Capacity To Ship Packages Within D Days,58.10%,Medium,1.245643942, https://leetcode.com/problems/capacity-to-ship-packages-within-d-days,
301,Remove Invalid Parentheses,43.30%,Hard,1.242036901, https://leetcode.com/problems/remove-invalid-parentheses,
29,Divide Two Integers,16.40%,Medium,1.239324205, https://leetcode.com/problems/divide-two-integers,
112,Path Sum,41.20%,Easy,1.229277243, https://leetcode.com/problems/path-sum,
1038,Binary Search Tree to Greater Sum Tree,80.80%,Medium,1.20177968, https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree,
1100,Find K-Length Substrings With No Repeated Characters,72.70%,Medium,1.18433683, https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters,
